"source","source_file","move_name","alternate_names","technical_name","source_adds","symbolic_notation_raw","start_contact","uptime_dex_1","uptime_dex_2","uptime_state_flags","midtime_body_actions","downtime_dexes","final_contact","surface_flags","positional_flags","component_flags","parsed_symbol_sequence","derived_adds","source_vs_derived_delta","derived_symbolic_family","derived_topology_family","unresolved_tokens","parse_confidence","review_status","notes","canonical_slug","display_name","add_formula","add_confidence","decomposition_status","doctrine_status","primary_operator","modifier_chain","source_description","parser_notes","equivalent_to","publication_status","first_class","curator_review_needed","unresolved_questions","provenance_notes"
"footbagmoves","footbagmoves-5adds.txt","Forque","","Fairy Torque","5","Toe > Same Out (DEX) >> Op In (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL)","toe","same out","op in","","back-spin","","clip","","XBD","DEX|DEX|BOD|XBD|DEL","toe › same out(DEX) ⟫ op in(DEX) › [back] spin(BOD) › op clip(XBD,DEL)","5","0","toe-spin-clip","spin-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Fracture","","Sailing ss Double Legover","5","Toe > Same In (DEX) > Op Out (DEX) >> Same In (DEX) > Op Out (DEX) > Same Toe (DEL)","toe","same in","op out","","","same in|op out","toe","","","DEX|DEX|DEX|DEX|DEL","toe › same in(DEX) › op out(DEX) ⟫ same in(DEX) › op out(DEX) › same toe(DEL)","5","0","toe-multi-dex-toe","multi-dex-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Frankenstein","","Phasing ss Swirl","5","Toe > Same Out (DEX) > Op Back Swirl (DEX) >> Same Back Swirl (DEX) > Same Clip (XBD)(DEL)","toe","same out","op back swirl","","","same back swirl","clip","","XBD","DEX|DEX|DEX|XBD|DEL","toe › same out(DEX) › op back swirl(DEX) ⟫ same back swirl(DEX) › same clip(XBD,DEL)","5","0","toe-back-swirl-clip","swirl-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Frenzy","","Frantic Mirage","5","Toe > Same In (DEX) > Op In (DEX) >> Op In (DEX)(XDEX) > Op Toe (DEL)","toe","same in","op in","","","op in [XDEX]","toe","","","DEX|DEX|DEX|XDEX|DEL","toe › same in(DEX) › op in(DEX) ⟫ op in(DEX,XDEX) › op toe(DEL)","5","0","toe-multi-dex-toe","multi-dex-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Fusion","","Atomic Double Over Down","5","Toe > Op Out (DEX) >> Op Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","toe","op out","op out [XDEX]","","","same out","clip","","XBD","DEX|DEX|XDEX|DEX|XBD|DEL","toe › op out(DEX) ⟫ op out(DEX,XDEX) › same out(DEX) › op clip(XBD,DEL)","6","-1","toe-multi-dex-clip","multi-dex-family","","high","ok","add-delta:-1","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","G.Y.B.A.S.","","Stepping Far Dyno","5","Clip > Op In (DEX) >> Op Back Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","clip","op in","op back whirl","","back-spin","","clip","","XBD","DEX|DEX|BOD|XBD|DEL","clip › op in(DEX) ⟫ op back whirl(DEX) › [back] spin(BOD) › same clip(XBD,DEL)","5","0","clip-spin-whirl","spin-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Gilan","","Pixie Gyro Double Legover","5","Toe > Same In (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Out (DEX) > Same Toe (DEL)","toe","same in","","","back-spin","op in|op out","toe","","","DEX|BOD|DEX|DEX|DEL","toe › same in(DEX) ⟫ [back] spin(BOD) ⟫ op in(DEX) › op out(DEX) › same toe(DEL)","5","0","toe-spin-toe","spin-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Godzilla","","Nuclear ss Dyno","5","Clip > Same Out (DEX) >> Same Back Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","clip","same out","same back whirl","","back-spin","","clip","","XBD","DEX|DEX|BOD|XBD|DEL","clip › same out(DEX) ⟫ same back whirl(DEX) › [back] spin(BOD) › same clip(XBD,DEL)","5","0","clip-spin-whirl","spin-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Goliath","","Pixie Ducking Double Legover","5","Toe > Same In (DEX) >> Duck (BOD) >> Op In (DEX) > Op Out (DEX) > Same Toe (DEL)","toe","same in","","","duck","op in|op out","toe","","","DEX|BOD|DEX|DEX|DEL","toe › same in(DEX) ⟫ duck(BOD) ⟫ op in(DEX) › op out(DEX) › same toe(DEL)","5","0","toe-duck-toe","duck-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Grave Digger","","Stepping Torque","5","Clip > Op In (DEX) >> Same In (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL)","clip","op in","same in","","back-spin","","clip","","XBD","DEX|DEX|BOD|XBD|DEL","clip › op in(DEX) ⟫ same in(DEX) › [back] spin(BOD) › op clip(XBD,DEL)","5","0","clip-spin-clip","spin-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Gyro Barfly","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Gyro Blender","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Irish Spring","","Neutron Drifter","5","Toe > Op Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Same Clip (XBD)(DEL)","toe","op out","","","back-spin","op in","clip","","XBD","DEX|BOD|DEX|XBD|DEL","toe › op out(DEX) ⟫ [back] spin(BOD) ⟫ op in(DEX) › same clip(XBD,DEL)","5","0","toe-spin-clip","spin-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Jacknife","","Stepping Diving Butterfly","5","Clip > Op In (DEX) >> Dive (BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL)","clip","op in","","","dive","same out","clip","","XBD","DEX|BOD|DEX|XBD|DEL","clip › op in(DEX) ⟫ dive(BOD) ⟫ same out(DEX) › op clip(XBD,DEL)","5","0","clip-dive-clip","dive-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Janiwalker","","Barraging Butterfly","5","Clip > Op In (DEX) > Same In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL)","clip","op in","same in","","","op out","clip","","XBD","DEX|DEX|DEX|XBD|DEL","clip › op in(DEX) › same in(DEX) ⟫ op out(DEX) › op clip(XBD,DEL)","5","0","clip-walk-clip","butterfly-walk-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Joan","","Sailing Gyro Pickup","5","Toe > Same In (DEX) > Op Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Same Toe (DEL)","toe","same in","op out","","back-spin","op in","toe","","","DEX|DEX|BOD|DEX|DEL","toe › same in(DEX) › op out(DEX) ⟫ [back] spin(BOD) ⟫ op in(DEX) › same toe(DEL)","5","0","toe-spin-toe","spin-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Juggernaut","","Fairy Symposium Eggbeater","5","Toe > Same Out (DEX) >> (no plant while) Op Out (DEX) > Op Out (DEX) > Same Toe (DEL)","toe","same out","op out","no plant while","","op out","toe","","","DEX|DEX|DEX|DEL","toe › same out(DEX) ⟫ [no plant while] op out(DEX) › op out(DEX) › same toe(DEL)","4","1","toe-multi-dex-toe","multi-dex-family","","high","ok","add-delta:+1","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Lawnmoir","","Slicing Butterfly","5","Clip > (back) Spin (BOD) > Front Swirl (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL)","clip","","","","back-spin","front swirl|same out","clip","","XBD","BOD|DEX|DEX|XBD|DEL","clip › [back] spin(BOD) › front swirl(DEX) ⟫ same out(DEX) › op clip(XBD,DEL)","5","0","clip-spin-clip","spin-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Legbreaker","","Flailing Butterfly","5","Toe > (no plant while) Op Out (DEX)(BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL)","toe","op out [BOD]","","no plant while","","op out","clip","","XBD","DEX|BOD|DEX|XBD|DEL","toe › [no plant while] op out(DEX,BOD) ⟫ op out(DEX) › op clip(XBD,DEL)","5","0","toe-to-clip","uncategorized","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Lotus","Void","Spinning Pdx Drifter","5","Clip >> (back) Spin (BOD) >> Op In (DEX)(PDX) > Same Clip (XBD)(DEL)","clip","","","","back-spin","op in [PDX]","clip","","XBD","BOD|DEX|PDX|XBD|DEL","clip ⟫ [back] spin(BOD) ⟫ op in(DEX,PDX) › same clip(XBD,DEL)","5","0","clip-spin-clip","spin-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Macon Bacon","","Leaning Osis","5","Clip > Op In (DEX) >> (front) Spin (BOD) >> (front) Spin (BOD) > Op Clip (XBD)(DEL)","clip","op in","","","front-spin|front-spin","","clip","","XBD","DEX|BOD|BOD|XBD|DEL","clip › op in(DEX) ⟫ [front] spin(BOD) ⟫ [front] spin(BOD) › op clip(XBD,DEL)","5","0","clip-spin-clip","spin-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Majello","","Pixie ss Dyno","5","Toe > Same In (DEX) >> Same Back Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","toe","same in","same back whirl","","back-spin","","clip","","XBD","DEX|DEX|BOD|XBD|DEL","toe › same in(DEX) ⟫ same back whirl(DEX) › [back] spin(BOD) › same clip(XBD,DEL)","5","0","toe-spin-whirl","spin-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Matador","","Nuclear Butterfly","5","Clip > Same Out (DEX)(PDX) >> Op Out (DEX) > Op Clip (XBD)(DEL)","clip","same out [PDX]","","","","op out","clip","","XBD","DEX|PDX|DEX|XBD|DEL","clip › same out(DEX,PDX) ⟫ op out(DEX) › op clip(XBD,DEL)","5","0","clip-double-dex-clip","double-dex-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Merlin","","Miraging Symposium Mirage","5","Toe >> Op In (DEX) > (no plant while) Op In (DEX)(XDEX)(BOD) > Op Toe (DEL)","toe","op in","","no plant while","","op in [XDEX,BOD]","toe","","","DEX|DEX|XDEX|BOD|DEL","toe ⟫ op in(DEX) › [no plant while] op in(DEX,XDEX,BOD) › op toe(DEL)","5","0","toe-xdex-toe","xdex-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Mobius","","Gyro Torque","5","Clip >> (back) Spin (BOD) >> Same In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL)","clip","","","","back-spin|front-spin","","clip","","XBD","BOD|DEX|BOD|XBD|DEL","clip ⟫ [back] spin(BOD) ⟫ same in(DEX) › [front] spin(BOD) › op clip(XBD,DEL)","5","0","clip-spin-clip","spin-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Motion","","Double Over Downing Osis","5","Toe >> Same Out (DEX) >> Same Out (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","toe","same out","same out","","back-spin","","clip","","XBD","DEX|DEX|BOD|XBD|DEL","toe ⟫ same out(DEX) ⟫ same out(DEX) › [back] spin(BOD) › same clip(XBD,DEL)","5","0","toe-spin-clip","spin-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Muerto","","Fairy ss Torque","5","Toe > Same Out (DEX) >> Same In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL)","toe","same out","same in","","front-spin","","clip","","XBD","DEX|DEX|BOD|XBD|DEL","toe › same out(DEX) ⟫ same in(DEX) › [front] spin(BOD) › op clip(XBD,DEL)","5","0","toe-spin-clip","spin-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Nobius","","Surging ss Osis","5","Clip > (back) Spin (BOD) > Same In (DEX) >> (back) Spin (BOD) > Same Clip (XBD)(DEL)","clip","","","","back-spin|back-spin","","clip","","XBD","BOD|DEX|BOD|XBD|DEL","clip › [back] spin(BOD) › same in(DEX) ⟫ [back] spin(BOD) › same clip(XBD,DEL)","5","0","clip-spin-clip","spin-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Nullwalk","","Null Butterfly","5","Clip > Op In (DEX) > Same Out (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL)","clip","op in","same out","","","op out","clip","","XBD","DEX|DEX|DEX|XBD|DEL","clip › op in(DEX) › same out(DEX) ⟫ op out(DEX) › op clip(XBD,DEL)","5","0","clip-walk-clip","butterfly-walk-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Ocean","","Toe set os Double Over Downing Osis","5","Toe >> Op Out (DEX) > Same Out (DEX) >> (back) Spin (BOD) > Same Clip (XBD)(DEL)","toe","op out","same out","","back-spin","","clip","","XBD","DEX|DEX|BOD|XBD|DEL","toe ⟫ op out(DEX) › same out(DEX) ⟫ [back] spin(BOD) › same clip(XBD,DEL)","5","0","toe-spin-clip","spin-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Original Barroque","","Double Torque","5","Clip >> Op In (DEX) > Same In (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL)","clip","op in","same in","","back-spin","","clip","","XBD","DEX|DEX|BOD|XBD|DEL","clip ⟫ op in(DEX) › same in(DEX) › [back] spin(BOD) › op clip(XBD,DEL)","5","0","clip-spin-clip","spin-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Pandemonium","","Pixie Symposium Eggbeater","5","Toe > Same In (DEX) >> (no plant while) Op Out (DEX)(BOD) > Op Out (DEX) > Same Toe (DEL)","toe","same in","op out [BOD]","no plant while","","op out","toe","","","DEX|DEX|BOD|DEX|DEL","toe › same in(DEX) ⟫ [no plant while] op out(DEX,BOD) › op out(DEX) › same toe(DEL)","5","0","toe-multi-dex-toe","multi-dex-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Paradox Symposium Whirling Rake","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Paradox Whirling Rake","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Pdx Blender","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Pdx Dada Curve","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Pdx Torque","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Pdx Whirling Swirl","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Philibuster","","Fusing Mirage","5","Toe > Same Out (DEX) > Op Out (DEX) >> Op In (DEX)(XDEX) > Op Toe (DEL)","toe","same out","op out","","","op in [XDEX]","toe","","","DEX|DEX|DEX|XDEX|DEL","toe › same out(DEX) › op out(DEX) ⟫ op in(DEX,XDEX) › op toe(DEL)","5","0","toe-multi-dex-toe","multi-dex-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Phoenix","","Pixie Ducking Butterfly","5","Toe > Same In (DEX) >> Duck (BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL)","toe","same in","","","duck","op out","clip","","XBD","DEX|BOD|DEX|XBD|DEL","toe › same in(DEX) ⟫ duck(BOD) ⟫ op out(DEX) › op clip(XBD,DEL)","5","0","toe-duck-clip","duck-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Pixie Quantum Butterfly","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Pixie Torque","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Pixie Torque (same side)","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","fm:same-side-variant","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Plasma","","Quantum Double Over Down","5","Toe > Op In (DEX) >> Op Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","toe","op in","op out [XDEX]","","","same out","clip","","XBD","DEX|DEX|XDEX|DEX|XBD|DEL","toe › op in(DEX) ⟫ op out(DEX,XDEX) › same out(DEX) › op clip(XBD,DEL)","6","-1","toe-multi-dex-clip","multi-dex-family","","high","ok","add-delta:-1","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","POD","","Pixie ss Double Over Down","5","Toe > Same In (DEX) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","toe","same in","same out","","","same out","clip","","XBD","DEX|DEX|DEX|XBD|DEL","toe › same in(DEX) ⟫ same out(DEX) › same out(DEX) › op clip(XBD,DEL)","5","0","toe-multi-dex-clip","multi-dex-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Porque","","Pixie Torque","5","Toe > Same In (DEX) >> Op In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL)","toe","same in","op in","","front-spin","","clip","","XBD","DEX|DEX|BOD|XBD|DEL","toe › same in(DEX) ⟫ op in(DEX) › [front] spin(BOD) › op clip(XBD,DEL)","5","0","toe-spin-clip","spin-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Predator","","Atomic Double Legover","5","Toe > Op Out (DEX) >> Op In (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL)","toe","op out","op in [XDEX]","","","op out","toe","","","DEX|DEX|XDEX|DEX|DEL","toe › op out(DEX) ⟫ op in(DEX,XDEX) › op out(DEX) › same toe(DEL)","5","0","toe-multi-dex-toe","multi-dex-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","PS Whirl","","","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Quantanamera","","Quantum Weaving Butterfly","5","Toe > Op In (DEX) >> Duck (BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL)","toe","op in","","","duck","same out","clip","","XBD","DEX|BOD|DEX|XBD|DEL","toe › op in(DEX) ⟫ duck(BOD) ⟫ same out(DEX) › op clip(XBD,DEL)","5","0","toe-duck-clip","duck-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Railplant","","Railing Legover","5","Toe > (rooted) Same In (DEX)(BOD) > Op Out (DEX) >> Op Out (DEX) > Same Toe (DEL)","toe","same in [BOD]","op out","rooted","","op out","toe","","","DEX|BOD|DEX|DEX|DEL","toe › [rooted] same in(DEX,BOD) › op out(DEX) ⟫ op out(DEX) › same toe(DEL)","5","0","toe-multi-dex-toe","multi-dex-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Rasmus","Skullsmasher","Atomic Ducking Mirage","5","Toe > Op Out (DEX) >> Duck (BOD) >> Op In (DEX)(XDEX) > Op Toe (DEL)","toe","op out","","","duck","op in [XDEX]","toe","","","DEX|BOD|DEX|XDEX|DEL","toe › op out(DEX) ⟫ duck(BOD) ⟫ op in(DEX,XDEX) › op toe(DEL)","5","0","toe-duck-toe","duck-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Reactor","","Atomic Whirl","5","Toe > Op Out (DEX) >> Op Front Whirl (DEX)(XDEX) > Op Clip (XBD)(DEL)","toe","op out","","","","op front whirl [XDEX]","clip","","XBD","DEX|DEX|XDEX|XBD|DEL","toe › op out(DEX) ⟫ op front whirl(DEX,XDEX) › op clip(XBD,DEL)","5","0","toe-front-whirl-clip","whirl-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Ricochet","","Toe set os Double Over Down Flapper","5","Toe >> Op Out (DEX) >> Same Out (DEX) > Op Flapper (XBD)(UNS)(DEL)","toe","op out","","","","same out","flapper","UNS","XBD","DEX|DEX|XBD|UNS|DEL","toe ⟫ op out(DEX) ⟫ same out(DEX) › op flapper(XBD,UNS,DEL)","4","1","unusual-surface-toe-to-flapper","unusual-surface-family","","high","ok","add-delta:+1","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Ripcurl","","Stepping Butterfly Swirl","5","Clip > Op In (DEX) >> Same Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL)","clip","op in","same out","","","op back swirl","clip","","XBD","DEX|DEX|DEX|XBD|DEL","clip › op in(DEX) ⟫ same out(DEX) › op back swirl(DEX) › same clip(XBD,DEL)","5","0","clip-back-swirl-clip","swirl-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Ripped Warrior","","Stepping Ducking Far Butterfly","5","Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL)","clip","op in","","","duck","op out","clip","","XBD","DEX|BOD|DEX|XBD|DEL","clip › op in(DEX) ⟫ duck(BOD) ⟫ op out(DEX) › op clip(XBD,DEL)","5","0","clip-duck-clip","duck-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Riptide","","Stepping Far Butterfly Swirl","5","Clip > Op In (DEX) >> Op Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL)","clip","op in","op out","","","op back swirl","clip","","XBD","DEX|DEX|DEX|XBD|DEL","clip › op in(DEX) ⟫ op out(DEX) › op back swirl(DEX) › same clip(XBD,DEL)","5","0","clip-back-swirl-clip","swirl-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Royall Assassin","","Pixie Ducking Symposium Mirage","5","Toe > Same In (DEX) >> Duck (BOD) >> (no plant while) Op In (DEX)(BOD) > Op Toe (DEL)","toe","same in","","","duck","op in [BOD]","toe","","","DEX|BOD|DEX|BOD|DEL","toe › same in(DEX) ⟫ duck(BOD) ⟫ [no plant while] op in(DEX,BOD) › op toe(DEL)","5","0","toe-duck-toe","duck-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Sabotage","","Toe Flurry","5","Toe >> Op In (DEX) > Same In (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL)","toe","op in","same in [XDEX]","","","op out","toe","","","DEX|DEX|XDEX|DEX|DEL","toe ⟫ op in(DEX) › same in(DEX,XDEX) › op out(DEX) › same toe(DEL)","5","0","toe-multi-dex-toe","multi-dex-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Saildown","","Sailing ss Butterfly","5","Toe > Same In (DEX) > Op Out (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL)","toe","same in","op out","","","same out","clip","","XBD","DEX|DEX|DEX|XBD|DEL","toe › same in(DEX) › op out(DEX) ⟫ same out(DEX) › op clip(XBD,DEL)","5","0","toe-multi-dex-clip","multi-dex-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Scorpions Tail","","Spinning Barfly","5","Clip >> (back) Spin (BOD) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","clip","","","","back-spin","op out|same out","clip","","XBD","BOD|DEX|DEX|XBD|DEL","clip ⟫ [back] spin(BOD) ⟫ op out(DEX) › same out(DEX) › op clip(XBD,DEL)","5","0","clip-spin-clip","spin-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Scorpions Toe Nail","","Toe set Spinning Double Over Down","5","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Shaft","","Clipper set ss Symposium Double Over Down","5","Clip >> (no plant while) Op Out (DEX)(BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL)","clip","op out [BOD]","","no plant while","","same out","clip","","XBD","DEX|BOD|DEX|XBD|DEL","clip ⟫ [no plant while] op out(DEX,BOD) ⟫ same out(DEX) › op clip(XBD,DEL)","5","0","clip-to-clip","uncategorized","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Singularity","","Symposium Whirling Flapper","5","Clip >> (no plant while) Op Front Whirl (DEX)(BOD) >> Op Flapper (XBD)(UNS)(DEL)","clip","op front whirl [BOD]","","no plant while","","","flapper","UNS","XBD","DEX|BOD|XBD|UNS|DEL","clip ⟫ [no plant while] op front whirl(DEX,BOD) ⟫ op flapper(XBD,UNS,DEL)","4","1","unusual-surface-clip-to-flapper","unusual-surface-family","","high","ok","add-delta:+1","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Smile","","Smiling Far Butterfly","5","Clip > Same Back Swirl (DEX) > Op In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL)","clip","same back swirl","op in","","","op out","clip","","XBD","DEX|DEX|DEX|XBD|DEL","clip › same back swirl(DEX) › op in(DEX) ⟫ op out(DEX) › op clip(XBD,DEL)","5","0","clip-back-swirl-clip","swirl-family","","high","ok","","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Snowflake","","Paradox Drifter XBD Rake","5","Clip >> Same In (DEX)(PDX) > Same XBD Rake (XBD)(DEL)DEX)","clip","same in [PDX]","","","","","Same XBD Rake (XBD)(DEL)DEX)","","XBD","DEX|PDX|XBD|DEL","clip ⟫ same in(DEX,PDX) › same(XBD,DEL)","4","1","clip-paradox-?","paradox-family","xbd rake dex)","medium","needs_review","add-delta:+1","","","","","","","","","","","","","","","",""
"footbagmoves","footbagmoves-5adds.txt","Spanish Fly","","Ducking Barfly","5","Clip >> Duck (BOD) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","clip","","","","duck","same out|same out","clip","","XBD","BOD|DEX|DEX|XBD|DEL","clip ⟫ duck(BOD) ⟫ same out(DEX) › same out(DEX) › op clip(XBD,DEL)","5","0","clip-duck-clip","duck-family","","high","ok","","","","","","","","","","","","","","","","",""
